taxid,species_taxid,genome,organism_name,infraspecific_name,accession,date,last_update,bioproject,assembly_level,submitter,genome_size,num_CDS,num_introns,sum_CDS_length,intron_per_kb
28573,28573,Talaromyces_islandicus.PIS,Talaromyces islandicus,NA,GCA_000985935,2015-04,2015-04,PRJEB8788,Scaffold,CEBITEC,34715840,9927,23814,16079331,1.48103
441960,37727,Talaromyces_marneffei_atcc_18224.JCVI-PMFA1-2.0,Talaromyces marneffei ATCC 18224,strain=ATCC 18224,GCA_000001985,2008-11,2008-11,PRJNA19555,Scaffold,J. Craig Venter Institute,28643865,10023,21480,15450356,1.39026
1077442,37727,Talaromyces_marneffei_pm1.ASM75011v1,Talaromyces marneffei PM1,strain=PM1,GCA_000750115,2014-09,2014-09,PRJNA251717,Scaffold,Texas A&M University,28337260,9480,22479,14387244,1.56243
441959,28564,Talaromyces_stipitatus_atcc_10500.JCVI-TSTA1-3.0,Talaromyces stipitatus ATCC 10500,strain=ATCC 10500,GCA_000003125,2008-12,2008-12,PRJNA19557,Scaffold,J. Craig Venter Institute,35685443,12457,28335,18199115,1.55694
1306850,1306850,Termitomyces_sp_j132.TerJ1321.0,Termitomyces sp. J132,strain=J132,GCA_001263195,2015-08,2015-08,PRJNA193471,Scaffold,BGI,67296805,11143,52107,13908807,3.74633
1071380,1071379,Tetrapisispora_blattae_cbs_6284.ASM31591v1,Tetrapisispora blattae CBS 6284,strain=type strain:CBS 6284,GCA_000315915,2015-02,2015-02,PRJEA70963,Chromosome,"Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland",14048593,5384,163,8749940,0.0186287
1071381,113608,Tetrapisispora_phaffii_cbs_4417.ASM23690v1,Tetrapisispora phaffii CBS 4417,strain=type strain:CBS 4417,GCA_000236905,2015-02,2015-02,PRJEA70965,Chromosome,"Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland",12115070,5248,149,8037852,0.0185373
578455,35720,Thielavia_terrestris_nrrl_8126.ASM22611v1,Thielavia terrestris NRRL 8126,strain=NRRL 8126,GCA_000226115,2014-09,2014-09,PRJNA32847,Complete Genome,DOE Joint Genome Institute,36912256,9802,17290,13641909,1.26742
72032,72032,Thielaviopsis_punctulata.ASM96861v1,Thielaviopsis punctulata,NA,GCA_000968615,2015-12,2015-12,PRJNA273322,Scaffold,University of Illinois,28117660,5296,8764,8680944,1.00957
1037660,5281,Tilletiaria_anomala_ubc_951.Tilletiaria_anomala_UBC_951_v1_0,Tilletiaria anomala UBC 951,strain=UBC 951,GCA_000711695,2014-05,2014-05,PRJNA196019,Contig,DOE Joint Genome Institute,18704010,6808,15392,10651584,1.44504
1163406,71617,Tolypocladium_ophioglossoides_cbs_100239.Tophv1.0,Tolypocladium ophioglossoides CBS 100239,strain=CBS 100239,GCA_001189435,2015-08,2015-08,PRJNA91059,Scaffold,Oregon State University,31245833,9151,16870,13922182,1.21174
1531966,1531966,Torrubiella_hemipterigena.Allpaths-LG,Torrubiella hemipterigena,NA,GCA_000825705,2015-03,2015-03,PRJEB7402,Scaffold,HKI JENA,28476206,10773,16745,15596424,1.07364
4950,4950,Torulaspora_delbrueckii.ASM24337v1,Torulaspora delbrueckii,strain=type strain:CBS 1146,GCA_000243375,2015-02,2015-02,PRJEA70971,Chromosome,"Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland",9220678,4967,198,7243570,0.0273346
72359,72359,Trachipleistophora_hominis.ASM31613v1,Trachipleistophora hominis,NA,GCA_000316135,2013-01,2013-01,PRJNA84343,Scaffold,"Institute for Cell and Molecular Biosciences, Newcastle University",8498182,3212,0,2809333,0
5643,5643,Trametes_cinnabarina.BN946,Trametes cinnabarina,strain=BRFM137,GCA_000765035,2014-09,2014-09,PRJEB5237,Scaffold,INRA_UMR1163_BCF,33668918,10233,49868,14861018,3.35562
717944,5325,Trametes_versicolor_fp_101664_ss1.Trametes_versicolor_v1_0,Trametes versicolor FP-101664 SS1,strain=FP-101664 SS1,GCA_000271585,2013-05,2013-05,PRJNA56097,Scaffold,JGI,44794008,1029,3485,1082176,3.22036
578456,5217,Tremella_mesenterica_dsm_1558.Treme1,Tremella mesenterica DSM 1558,strain=Fries,GCA_000271645,2013-05,2013-05,PRJNA32829,Scaffold,DOE Joint Genome Institute,28639919,1456,6204,1871198,3.31552
452589,63577,Trichoderma_atroviride_imi_206040.TRIAT_v2_0,Trichoderma atroviride IMI 206040,strain=IMI 206040,GCA_000171015,2014-08,2014-08,PRJNA19867,Contig,DOE Joint Genome Institute,36143664,11771,21257,16174272,1.31425
398673,398673,Trichoderma_gamsii.ASM148177v1,Trichoderma gamsii,strain=T6085,GCA_001481775,2016-01,2016-01,PRJNA252048,Scaffold,University of Pisa,37970415,10944,19667,16543053,1.18884
5544,5544,Trichoderma_harzianum.ASM98886v1,Trichoderma harzianum,strain=T6776,GCA_000988865,2015-05,2015-05,PRJNA252551,Scaffold,University of Pisa,39721542,11498,21348,17439906,1.22409
431241,51453,Trichoderma_reesei.GCA_000167675.2,Trichoderma reesei QM6a,strain=QM6a,GCA_000167675,2011-07,2011-07,PRJNA15571,Scaffold,DOE Joint Genome Institute,33395713,9113,18526,13489321,1.37338
1344414,51453,Trichoderma_reesei_rut_c_30.TrireRUTC30_1,Trichoderma reesei RUT C-30,strain=RUT C-30,GCA_000513815,2014-05,2014-05,PRJNA207855,Scaffold,DOE Joint Genome Institute,32681481,9849,18396,13865011,1.32679
413071,29875,Trichoderma_virens.ASM17099v1,Trichoderma virens Gv29-8,strain=Gv29-8,GCA_000170995,2011-11,2011-11,PRJNA19983,Scaffold,DOE Joint Genome Institute,39022666,12400,23684,17541190,1.35019
559882,63418,Trichophyton_equinum_cbs_127_97.ASM15117v1,Trichophyton equinum CBS 127.97,strain=CBS 127.97,GCA_000151175,2011-08,2011-08,PRJNA20577,Scaffold,Broad Institute,24158205,8671,18858,11896214,1.58521
1215336,101480,Trichophyton_interdigitale_h6.Tric_rubr_H6_V2,Trichophyton interdigitale H6,strain=H6,GCA_000616785,2014-04,2014-04,PRJNA186827,Scaffold,Broad Institute,21938449,8111,15780,11884317,1.3278
1215338,101480,Trichophyton_interdigitale_mr816.Tric_inte_MR816_V1,Trichophyton interdigitale MR816,strain=MR816,GCA_000622975,2014-07,2014-07,PRJNA186835,Contig,Broad Institute,22469575,7988,16145,11860179,1.36128
1215328,5551,Trichophyton_rubrum_cbs_100081.Tric_fish_CBS_100081_V1,Trichophyton rubrum CBS 100081,strain=CBS 100081,GCA_000616805,2014-04,2014-04,PRJNA186828,Scaffold,Broad Institute,23061810,8885,15135,11834931,1.27884
559305,5551,Trichophyton_rubrum_cbs_118892.ASM15142v1,Trichophyton rubrum CBS 118892,strain=CBS 118892,GCA_000151425,2014-08,2014-08,PRJNA38221,Scaffold,Broad Institute,22530013,8609,13410,11141184,1.20364
1215334,5551,Trichophyton_rubrum_cbs_202_88.Tric_raub_CBS_202_88_V2,Trichophyton rubrum CBS 202.88,strain=CBS 202.88,GCA_000616985,2014-04,2014-04,PRJNA186833,Scaffold,Broad Institute,23116446,9060,15407,12094089,1.27393
1215330,5551,Trichophyton_rubrum_cbs_288_86.Tric_fish_CBS_288_86_V1,Trichophyton rubrum CBS 288.86,strain=CBS 288.86,GCA_000616825,2014-04,2014-04,PRJNA186829,Scaffold,Broad Institute,23128491,8907,15177,11871057,1.27849
1215329,5551,Trichophyton_rubrum_cbs_289_86.Tric_kane_CBS_289_86_V1,Trichophyton rubrum CBS 289.86,strain=CBS 289.86,GCA_000616845,2014-04,2014-04,PRJNA186830,Scaffold,Broad Institute,23051776,8860,15137,11826885,1.27988
1215332,5551,Trichophyton_rubrum_cbs_735_88.Tric_megn_CBS_735_88_V1,Trichophyton rubrum CBS 735.88,strain=CBS 735.88,GCA_000616965,2014-04,2014-04,PRJNA186832,Scaffold,Broad Institute,22630119,8922,13774,11367759,1.21167
1215335,5551,Trichophyton_rubrum_d6.Tric_rubr_D6_V1,Trichophyton rubrum D6,strain=D6,GCA_000622995,2014-07,2014-07,PRJNA186838,Contig,Broad Institute,23124535,8907,15109,11868279,1.27306
1215339,5551,Trichophyton_rubrum_mr1448.Tric_rubr_M1448_V1,Trichophyton rubrum MR1448,strain=MR1448,GCA_000616905,2014-04,2014-04,PRJNA186836,Scaffold,Broad Institute,23128384,8915,15107,11849796,1.27487
1215341,5551,Trichophyton_rubrum_mr1459.Tric_rubr_MR1459_V1,Trichophyton rubrum MR1459,strain=MR1459,GCA_000616945,2014-04,2014-04,PRJNA186839,Scaffold,Broad Institute,23162587,8975,13828,11408028,1.21213
1215337,5551,Trichophyton_rubrum_mr850.Tric_rubr_MR-850_V1,Trichophyton rubrum MR850,strain=MR850,GCA_000616765,2014-04,2014-04,PRJNA186826,Scaffold,Broad Institute,23165295,8928,15224,11883891,1.28106
1215331,69891,Trichophyton_soudanense_cbs_452_61.Tric_soud_CBS_452_61_V1,Trichophyton soudanense CBS 452.61,strain=CBS 452.61,GCA_000616865,2014-04,2014-04,PRJNA186831,Scaffold,Broad Institute,22854418,8913,15161,11857386,1.27861
647933,34387,Trichophyton_tonsurans_cbs_112818.ASM15145v1,Trichophyton tonsurans CBS 112818,strain=CBS 112818,GCA_000151455,2011-03,2011-03,PRJNA38223,Scaffold,Broad Institute,22988586,8518,18348,12003465,1.52856
663202,63417,Trichophyton_verrucosum_hki_0517.ASM15150v1,Trichophyton verrucosum HKI 0517,strain=HKI 0517,GCA_000151505,2014-08,2014-08,PRJNA39693,Scaffold,Arthroderma Genome Sequencing Consortium,22540967,8028,12631,11793001,1.07106
1186058,82508,Trichosporon_asahii_var_asahii_cbs_2479.Trichosporon_asahii_1,Trichosporon asahii var. asahii CBS 2479,strain=CBS 2479,GCA_000293215,2015-12,2015-12,PRJNA164647,Scaffold,"Beijing Military Command General Hospital of PLA, China",24303836,8300,17823,12356352,1.44242
1220162,82508,Trichosporon_asahii_var_asahii_cbs_8904.ASM29921v2,Trichosporon asahii var. asahii CBS 8904,strain=CBS 8904,GCA_000299215,2013-01,2013-01,PRJNA172216,Scaffold,"Beijing Military Command General Hospital of PLA, China",25299608,8507,18112,12587208,1.43892
879819,879819,Trichosporon_oleaginosus.Triol1,Cutaneotrichosporon oleaginosus,strain=IBC0246,GCA_001027345,2015-06,2015-06,PRJNA239490,Scaffold,DOE Joint Genome Institute,19835558,8320,22145,11305489,1.95878
39416,39416,Tuber_melanosporum.ASM15164v1,Tuber melanosporum,strain=Mel28,GCA_000151645,2009-07,2010-04,PRJEA38847,Scaffold,The French-Italian Tuber Genome Consortium,124945702,7496,21525,9864156,2.18214
1051891,156515,Tulasnella_calospora_mut_4182.Tulasnella_calospora_AL13_4D_v1_0,Tulasnella calospora MUT 4182,strain=MUT 4182,GCA_000827465,2015-02,2015-02,PRJNA207843,Scaffold,DOE Joint Genome Institute,62392858,19542,70026,20005983,3.50025
336963,33188,Uncinocarpus_reesii_1704.ASM351v2,Uncinocarpus reesii 1704,strain=1704,GCA_000003515,2014-08,2014-08,PRJNA15634,Scaffold,Broad Institute,22349738,7760,16287,11197040,1.45458
1159556,1159556,Ustilaginoidea_virens.Assembly_for_version_1_of_the_Villosiclava_virens_genome,Ustilaginoidea virens,strain=UV-8b,GCA_000687475,2014-06,2014-06,PRJNA240653,Scaffold,China Agricultural University,39397682,8426,13180,11756049,1.12112
120017,120017,Ustilago_hordei.ASM28603v1,Ustilago hordei,strain=Uh4857-4,GCA_000286035,2013-09,2013-09,PRJEA79049,Scaffold,"Helmholtz-Zentrum Muenchen, IBIS",21150702,7093,3862,12098772,0.319206
237631,5270,Ustilago_maydis.Umaydis521_2.0,Ustilago maydis 521,strain=521,GCA_000328475,2015-02,2015-02,PRJNA1446,Chromosome,Broad Institute,19664356,6765,2947,11994523,0.245695
436907,36033,Vanderwaltozyma_polyspora_dsm_70294.ASM15003v1,Vanderwaltozyma polyspora DSM 70294,strain=DSM 70294,GCA_000150035,2007-08,2007-08,PRJNA19237,Scaffold,"Trinity College Dublin, Ireland",14674591,5328,156,8070048,0.0193307
948595,103449,Vavraia_culicis_subsp_floridensis.Vavr_culi_floridensis_V1,Vavraia culicis subsp. floridensis,strain=floridensis,GCA_000192795,2014-05,2014-05,PRJNA62117,Scaffold,Broad Institute,6118689,2772,3,2868846,0.00104572
253628,253628,Verruconis_gallopava.O_gall_CBS43764,Verruconis gallopava,strain=CBS 43764,GCA_000836295,2015-02,2015-02,PRJNA325802,Scaffold,Broad Institute,31780469,9817,15619,14322981,1.09049
526221,1051613,Verticillium_alfalfae_vams_102.ASM15082v1,Verticillium alfalfae VaMs.102,strain=VaMs.102,GCA_000150825,2009-10,2009-10,PRJNA29511,Scaffold,Broad Institute,32862988,10220,18501,13429404,1.37765
498257,27337,Verticillium_dahliae.ASM15067v2,Verticillium dahliae VdLs.17,strain=VdLs.17,GCA_000150675,2011-09,2011-09,PRJNA28529,Scaffold,Broad Institute,33900324,10535,18950,14984087,1.26467
1202531,27337,Verticillium_dahliaejr2.GCA_000400815.2,Verticillium dahliae JR2,strain=JR2,GCA_000400815,2014-09,2014-09,PRJNA175765,Complete Genome,Wageningen University,36150287,11424,16261,15594541,1.04274
100787,100787,Verticillium_longisporum_gca_001268165.vl2.denovo.v1,Verticillium longisporum,NA,GCA_001268165,2015-08,2015-08,PRJEB9355,Scaffold,SLU,100520033,21071,39561,25732040,1.53742
100787,100787,Verticillium_longisporum.vl1.denovo.v1,Verticillium longisporum,NA,GCA_001268145,2015-10,2015-10,PRJEB9342,Scaffold,SLU,99189222,20793,38082,28040469,1.35811
993615,42399,Vittaforma_corneae_atcc_50505.Vitt_corn_V1,Vittaforma corneae ATCC 50505,strain=ATCC 50505,GCA_000231115,2012-12,2012-12,PRJNA63501,Scaffold,Broad Institute,3213516,2238,0,2147730,0
1299270,245174,Wallemia_ichthyophaga_exf_994.Wallemia_ichthyophaga_version_1_0,Wallemia ichthyophaga EXF-994,strain=EXF-994,GCA_000400465,2016-01,2016-01,PRJNA193177,Scaffold,BGI,9655632,4865,11746,7054380,1.66506
671144,1708541,Wallemia_mellicola_cbs_633_66.Wallemia_sebi_v1_0,Wallemia mellicola CBS 633.66,strain=CBS 633.66,GCA_000263375,2013-06,2013-06,PRJNA64975,Scaffold,JGI,9815586,5275,13868,6689328,2.07315
1041607,1041607,Wickerhamomyces_ciferrii.ASM31348v1,Wickerhamomyces ciferrii,strain=NRRL Y-1031 F-60-10,GCA_000313485,2012-12,2012-12,PRJEB29,Contig,Center for Biotechnology,15901152,6702,1168,9777840,0.119454
5421,5421,Xanthophyllomyces_dendrorhous.Xden1,Xanthophyllomyces dendrorhous,NA,GCA_001007165,2015-05,2015-05,PRJEB6925,Scaffold,IPF,19519467,6380,45892,10228762,4.48656
1328760,1217826,Xylona_heveae_tc161.Xylona_heveae_TC161_v1_0,Xylona heveae TC161,strain=TC161,GCA_001619985,2016-04,2016-04,PRJNA200619,Scaffold,DOE Joint Genome Institute,24337763,8201,19260,12037475,1.6
284591,4952,Yarrowia_lipolytica.GCA_000002525.1,Yarrowia lipolytica CLIB122,strain=CLIB122,GCA_000002525,2012-05,2012-05,PRJNA13837,Chromosome,Genolevures Consortium,20502981,6447,1072,9434388,0.113627
1355161,4954,Zygosaccharomyces_bailii_isa1307.Z_bailii_ISA1307_version_3,Zygosaccharomyces bailii ISA1307,strain=ISA1307,GCA_000530735,2014-02,2014-02,PRJEB4569,Scaffold,HMGU,21141148,9925,315,14593242,0.0215853
4956,4956,Zygosaccharomyces_rouxii.ASM2636v1,Zygosaccharomyces rouxii,strain=CBS 732,GCA_000026365,2015-02,2015-02,PRJNA12502,Chromosome,Genolevures Consortium,9764635,4991,166,7442310,0.0223049
1047168,1047168,Zymoseptoria_brevis.ASM96659v1,Zymoseptoria brevis,strain=Zb18110,GCA_000966595,2015-04,2015-04,PRJNA273516,Contig,Christian-Albrechts University of Kiel,31914300,10566,14811,15456604,0.958231
336722,1047171,Zymoseptoria_tritici.MG2,Zymoseptoria tritici IPO323,strain=IPO323,GCA_000219625,2008-09,2011-07,PRJNA19047,Chromosome,DOE Joint Genome Institute,39686251,10931,17312,14255098,1.21444
