taxid,species_taxid,genome,organism_name,infraspecific_name,accession,date,last_update,bioproject,assembly_level,submitter,genome_size,num_CDS,intron_per_kb
1215330,5551,Trichophyton_rubrum_cbs_288_86.Tric_fish_CBS_288_86_V1,Trichophyton rubrum CBS 288.86,strain=CBS 288.86,GCA_000616825,2014-04,2014-04,PRJNA186829,Scaffold,Broad Institute,23128491,8907,1.749307
1215329,5551,Trichophyton_rubrum_cbs_289_86.Tric_kane_CBS_289_86_V1,Trichophyton rubrum CBS 289.86,strain=CBS 289.86,GCA_000616845,2014-04,2014-04,PRJNA186830,Scaffold,Broad Institute,23051776,8860,1.748984255
1215332,5551,Trichophyton_rubrum_cbs_735_88.Tric_megn_CBS_735_88_V1,Trichophyton rubrum CBS 735.88,strain=CBS 735.88,GCA_000616965,2014-04,2014-04,PRJNA186832,Scaffold,Broad Institute,22630119,8922,1.644023773
1215335,5551,Trichophyton_rubrum_d6.Tric_rubr_D6_V1,Trichophyton rubrum D6,strain=D6,GCA_000622995,2014-07,2014-07,PRJNA186838,Contig,Broad Institute,23124535,8907,1.734745941
1215339,5551,Trichophyton_rubrum_mr1448.Tric_rubr_M1448_V1,Trichophyton rubrum MR1448,strain=MR1448,GCA_000616905,2014-04,2014-04,PRJNA186836,Scaffold,Broad Institute,23128384,8915,1.746207138
1215341,5551,Trichophyton_rubrum_mr1459.Tric_rubr_MR1459_V1,Trichophyton rubrum MR1459,strain=MR1459,GCA_000616945,2014-04,2014-04,PRJNA186839,Scaffold,Broad Institute,23162587,8975,1.640284114
1215337,5551,Trichophyton_rubrum_mr850.Tric_rubr_MR-850_V1,Trichophyton rubrum MR850,strain=MR850,GCA_000616765,2014-04,2014-04,PRJNA186826,Scaffold,Broad Institute,23165295,8928,1.757583958
1215331,69891,Trichophyton_soudanense_cbs_452_61.Tric_soud_CBS_452_61_V1,Trichophyton soudanense CBS 452.61,strain=CBS 452.61,GCA_000616865,2014-04,2014-04,PRJNA186831,Scaffold,Broad Institute,22854418,8913,1.74488622
647933,34387,Trichophyton_tonsurans_cbs_112818.ASM15145v1,Trichophyton tonsurans CBS 112818,strain=CBS 112818,GCA_000151455,2011-03,2011-03,PRJNA38223,Scaffold,Broad Institute,22988586,8518,2.154868781
663202,63417,Trichophyton_verrucosum_hki_0517.ASM15150v1,Trichophyton verrucosum HKI 0517,strain=HKI 0517,GCA_000151505,2014-08,2014-08,PRJNA39693,Scaffold,Arthroderma Genome Sequencing Consortium,22540967,8028,1.270646336
1186058,82508,Trichosporon_asahii_var_asahii_cbs_2479.Trichosporon_asahii_1,Trichosporon asahii var. asahii CBS 2479,strain=CBS 2479,GCA_000293215,2015-12,2015-12,PRJNA164647,Scaffold,"Beijing Military Command General Hospital of PLA, China",24303836,8300,1.827526679
1220162,82508,Trichosporon_asahii_var_asahii_cbs_8904.ASM29921v2,Trichosporon asahii var. asahii CBS 8904,strain=CBS 8904,GCA_000299215,2013-01,2013-01,PRJNA172216,Scaffold,"Beijing Military Command General Hospital of PLA, China",25299608,8507,1.802370317
879819,879819,Trichosporon_oleaginosus.Triol1,Cutaneotrichosporon oleaginosus,strain=IBC0246,GCA_001027345,2015-06,2015-06,PRJNA239490,Scaffold,DOE Joint Genome Institute,19835558,8320,2.435473266
39416,39416,Tuber_melanosporum.ASM15164v1,Tuber melanosporum,strain=Mel28,GCA_000151645,2009-07,2010-04,PRJEA38847,Scaffold,The French-Italian Tuber Genome Consortium,124945702,7496,2.793446426
1051891,156515,Tulasnella_calospora_mut_4182.Tulasnella_calospora_AL13_4D_v1_0,Tulasnella calospora MUT 4182,strain=MUT 4182,GCA_000827465,2015-02,2015-02,PRJNA207843,Scaffold,DOE Joint Genome Institute,62392858,19542,3.70219427
336963,33188,Uncinocarpus_reesii_1704.ASM351v2,Uncinocarpus reesii 1704,strain=1704,GCA_000003515,2014-08,2014-08,PRJNA15634,Scaffold,Broad Institute,22349738,7760,1.872976012
1159556,1159556,Ustilaginoidea_virens.Assembly_for_version_1_of_the_Villosiclava_virens_genome,Ustilaginoidea virens,strain=UV-8b,GCA_000687475,2014-06,2014-06,PRJNA240653,Scaffold,China Agricultural University,39397682,8426,1.447258374
120017,120017,Ustilago_hordei.ASM28603v1,Ustilago hordei,strain=Uh4857-4,GCA_000286035,2013-09,2013-09,PRJEA79049,Scaffold,"Helmholtz-Zentrum Muenchen, IBIS",21150702,7093,0.759695939
237631,5270,Ustilago_maydis.Umaydis521_2.0,Ustilago maydis 521,strain=521,GCA_000328475,2015-02,2015-02,PRJNA1446,Chromosome,Broad Institute,19664356,6765,0.6491724793
436907,36033,Vanderwaltozyma_polyspora_dsm_70294.ASM15003v1,Vanderwaltozyma polyspora DSM 70294,strain=DSM 70294,GCA_000150035,2007-08,2007-08,PRJNA19237,Scaffold,"Trinity College Dublin, Ireland",14674591,5328,0.0625474086
948595,103449,Vavraia_culicis_subsp_floridensis.Vavr_culi_floridensis_V1,Vavraia culicis subsp. floridensis,strain=floridensis,GCA_000192795,2014-05,2014-05,PRJNA62117,Scaffold,Broad Institute,6118689,2772,0.001346496753
253628,253628,Verruconis_gallopava.O_gall_CBS43764,Verruconis gallopava,strain=CBS 43764,GCA_000836295,2015-02,2015-02,PRJNA325802,Scaffold,Broad Institute,31780469,9817,1.442777194
526221,1051613,Verticillium_alfalfae_vams_102.ASM15082v1,Verticillium alfalfae VaMs.102,strain=VaMs.102,GCA_000150825,2009-10,2009-10,PRJNA29511,Scaffold,Broad Institute,32862988,10220,1.7269782
498257,27337,Verticillium_dahliae.ASM15067v2,Verticillium dahliae VdLs.17,strain=VdLs.17,GCA_000150675,2011-09,2011-09,PRJNA28529,Scaffold,Broad Institute,33900324,10535,1.680303263
1202531,27337,Verticillium_dahliaejr2.GCA_000400815.2,Verticillium dahliae JR2,strain=JR2,GCA_000400815,2014-09,2014-09,PRJNA175765,Complete Genome,Wageningen University,36150287,11424,1.360364709
100787,100787,Verticillium_longisporum_gca_001268165.vl2.denovo.v1,Verticillium longisporum,NA,GCA_001268165,2015-08,2015-08,PRJEB9355,Scaffold,SLU,100520033,21071,1.831188
100787,100787,Verticillium_longisporum.vl1.denovo.v1,Verticillium longisporum,NA,GCA_001268145,2015-10,2015-10,PRJEB9342,Scaffold,SLU,99189222,20793,1.59055786
993615,42399,Vittaforma_corneae_atcc_50505.Vitt_corn_V1,Vittaforma corneae ATCC 50505,strain=ATCC 50505,GCA_000231115,2012-12,2012-12,PRJNA63501,Scaffold,Broad Institute,3213516,2238,0
1299270,245174,Wallemia_ichthyophaga_exf_994.Wallemia_ichthyophaga_version_1_0,Wallemia ichthyophaga EXF-994,strain=EXF-994,GCA_000400465,2016-01,2016-01,PRJNA193177,Scaffold,BGI,9655632,4865,2.220570626
671144,1708541,Wallemia_mellicola_cbs_633_66.Wallemia_sebi_v1_0,Wallemia mellicola CBS 633.66,strain=CBS 633.66,GCA_000263375,2013-06,2013-06,PRJNA64975,Scaffold,JGI,9815586,5275,2.678063495
1041607,1041607,Wickerhamomyces_ciferrii.ASM31348v1,Wickerhamomyces ciferrii,strain=NRRL Y-1031 F-60-10,GCA_000313485,2012-12,2012-12,PRJEB29,Contig,Center for Biotechnology,15901152,6702,0.2141341003
5421,5421,Xanthophyllomyces_dendrorhous.Xden1,Xanthophyllomyces dendrorhous,NA,GCA_001007165,2015-05,2015-05,PRJEB6925,Scaffold,IPF,19519467,6380,5.304303229
1328760,1217826,Xylona_heveae_tc161.Xylona_heveae_TC161_v1_0,Xylona heveae TC161,strain=TC161,GCA_001619985,2016-04,2016-04,PRJNA200619,Scaffold,DOE Joint Genome Institute,24337763,8201,2.050238488
284591,4952,Yarrowia_lipolytica.GCA_000002525.1,Yarrowia lipolytica CLIB122,strain=CLIB122,GCA_000002525,2012-05,2012-05,PRJNA13837,Chromosome,Genolevures Consortium,20502981,6447,0.23718499
1355161,4954,Zygosaccharomyces_bailii_isa1307.Z_bailii_ISA1307_version_3,Zygosaccharomyces bailii ISA1307,strain=ISA1307,GCA_000530735,2014-02,2014-02,PRJEB4569,Scaffold,HMGU,21141148,9925,0.03913685179
4956,4956,Zygosaccharomyces_rouxii.ASM2636v1,Zygosaccharomyces rouxii,strain=CBS 732,GCA_000026365,2015-02,2015-02,PRJNA12502,Chromosome,Genolevures Consortium,9764635,4991,0.05976452314
1047168,1047168,Zymoseptoria_brevis.ASM96659v1,Zymoseptoria brevis,strain=Zb18110,GCA_000966595,2015-04,2015-04,PRJNA273516,Contig,Christian-Albrechts University of Kiel,31914300,10566,1.373808292
336722,1047171,Zymoseptoria_tritici.MG2,Zymoseptoria tritici IPO323,strain=IPO323,GCA_000219625,2008-09,2011-07,PRJNA19047,Chromosome,DOE Joint Genome Institute,39686251,10931,1.572430212
